k2id ampk2 erk2 redk2 wnk2 ampk2sp erk2sp redk2sp wnk2sp amptess ertess redtess wntess amptqlp ertqlp redtqlp wntqlp shotk2 shottess pbest pbest_tqlp k2time tesstime
211091768 0.0066 0.00269 0.00238 0.00157 0.00983 0.00246 0.00141 0.00038 0.0172 0.00458 0.0011 0.00104 0.0186 0.00523 0.00108 0.000656 2.4e-05 0.000689 2.77 2.76 2457098.34 2459486.07
211026321 0.0365 0.0124 0.00273 0.00114 0.0385 0.0123 0.00887 0.00311 0.0367 0.0297 0.00695 0.00546 0.0246 0.00987 0.00818 0.00438 0.000101 0.00272 5.9 5.9 2457098.34 2459486.07
211054027 0.00571 0.00142 0.000453 0.000173 0.00587 0.00146 0.00455 0.00118 0.0049 0.00157 0.0013 0.00208 0.00734 0.00531 0.00239 0.0015 4.67e-05 0.0013 7.16 7.42 2457098.34 2459486.07
211040347 0.00636 0.00205 4.44e-18 0.00469 0.0204 0.00872 7.07e-18 0.0088 0.00727 0.00241 0.0143 0.0419 nan nan nan nan 0.000578 0.0102 0.334 0.334 2457098.34 2459486.07
210978650 0.0204 0.00543 9.3e-18 0.0072 0.0392 0.0168 0.00195 0.0137 0.0179 0.0161 0.00873 0.0205 nan nan nan nan 0.000514 0.00628 0.462 0.462 2457098.34 2459486.07
211004687 0.0257 0.00555 0.00161 0.00762 0.0575 0.00638 0.00192 0.00689 0.0379 0.00466 0.00886 0.0238 0.0589 0.00946 0.0112 0.0287 0.000419 0.00717 0.933 0.933 2457098.34 2459486.07
211096421 0.0124 0.00351 3.44e-18 0.00586 0.021 0.00967 1.64e-17 0.00724 0.00342 0.00107 0.00255 0.00732 0.0181 0.0121 0.00753 0.0252 0.00029 0.00335 0.347 0.347 2457098.34 2459486.07
211024798 0.0339 0.00797 0.0023 0.0121 0.0466 0.00926 0.00427 0.00853 0.0349 0.00495 0.011 0.0306 0.035 0.00647 0.00985 0.0248 0.000406 0.00787 0.749 0.749 2457098.34 2459486.07
210982234 0.0452 0.0098 0.00516 0.00998 0.069 0.0193 0.0086 0.0168 0.0215 0.0404 0.00772 0.0106 0.156 0.299 0.0857 0.0504 0.000401 0.00514 0.768 2.32 2457098.34 2459486.07
211037417 0.00804 0.00286 0.00129 0.00707 0.0316 0.0184 0.00241 0.0183 0.0256 0.0163 0.0372 0.101 nan nan nan nan 0.000873 0.0153 0.19 1.8 2457098.34 2459486.07
211031520 0.00701 0.00256 0.00237 0.000188 0.00703 0.00118 0.0114 0.0031 0.0185 0.00797 0.00487 0.00259 0.0415 0.0293 0.00879 0.00302 5.81e-05 0.00161 28.6 15.8 2457098.34 2459486.07
211083408 0.0026 0.0017 0.00427 0.00635 0.0221 0.00222 0.0817 0.0323 0.00681 0.00563 0.0341 0.0034 0.015 0.0102 0.0477 0.00422 8.94e-05 0.00203 15.8 14.3 2457098.35 2459486.07
211069456 0.00338 0.000328 0.00427 0.000957 0.00188 0.000837 0.00585 0.000224 0.0022 0.0011 0.0132 0.000905 0.00175 0.000518 0.0133 0.000508 2.11e-05 0.000604 20.7 14.3 2457098.34 2459486.07
211061207 0.0154 0.00394 0.00711 0.00907 0.023 0.00264 0.0618 0.0201 0.0136 0.00347 0.0173 0.0371 nan nan nan nan 0.000658 0.00887 27.3 26.1 2457098.34 2459486.07
211129400 0.0167 0.00663 0.00403 0.00195 0.0186 0.00627 0.00743 0.00266 0.021 0.00321 0.00243 0.00416 0.0266 0.0114 0.00472 0.00291 8.92e-05 0.00227 2.84 2.79 2457098.34 2459473.29
211068914 0.0131 0.00378 0.00138 0.001 0.0143 0.00391 0.00945 0.0034 0.00929 0.00651 0.0038 0.00595 0.0174 0.0229 0.00692 0.00492 0.00012 0.00309 3.78 3.69 2457098.34 2459486.07
210922602 0.00572 0.00206 2.1e-18 0.00356 0.0321 0.0206 2.18e-17 0.0168 0.00717 0.00306 0.0175 0.0498 nan nan nan nan 0.000668 0.0115 0.196 0.196 2457098.34 2459486.07
211003154 0.00872 0.00242 0.000278 0.00503 0.0285 0.0108 0.00372 0.0129 0.00531 0.00177 0.00696 0.0196 nan nan nan nan 0.000484 0.00611 0.574 0.574 2457098.34 2459486.07
211027393 0.0202 0.00568 0.000483 0.00406 0.0254 0.00533 0.00273 0.00381 0.0295 0.00297 0.00175 0.00293 0.0302 0.00323 0.00124 0.00202 6.39e-05 0.00173 0.579 0.58 2457098.34 2459486.07
211000470 0.00594 0.00154 0.000525 0.000251 0.00641 0.00276 0.0117 0.00286 0.00541 0.00136 0.0023 0.00455 0.034 0.038 0.00821 0.00543 0.000102 0.00246 10 8.71 2457098.34 2459486.07
211100398 0.00904 0.00289 0.000769 0.00079 0.0146 0.00339 0.0106 0.00335 0.00835 0.00332 0.00151 0.00243 0.0143 0.00476 0.00144 0.00198 6.63e-05 0.00137 7.91 6.99 2457098.34 2459486.07
211100131 0.00958 0.0027 0.000284 0.000367 0.011 0.00386 0.00645 0.00196 0.00562 0.00217 0.00145 0.00304 0.0173 0.00566 0.00185 0.00249 7.5e-05 0.0016 7.91 6.99 2457098.34 2459486.07
211087985 0.00949 0.00229 0.00143 0.000916 0.0152 0.00393 0.0175 0.00514 0.0187 0.0045 0.00454 0.00732 0.439 0.671 0.114 0.0816 0.000132 0.00339 5.05 5.19 2457098.35 2459486.07
210881103 0.0101 0.00246 3.3e-18 0.00483 0.0347 0.0178 1.35e-17 0.0101 0.015 0.00376 0.0077 0.0215 0.317 1.01 0.167 0.0817 0.000383 0.00816 0.463 1.19 2457098.34 2459486.07
211023213 0.00649 0.00218 0.00092 0.00171 0.00813 0.00338 0.000797 0.000397 0.00584 0.00225 0.0007 0.000929 0.00644 0.00249 0.000556 0.000565 2.07e-05 0.000605 1.42 1.42 2457098.34 2459486.07
211103863 0.0647 0.00486 0.00478 0.00134 0.0705 0.00398 0.0212 0.00616 0.0249 0.0034 0.00103 0.00165 0.0289 0.00358 0.00159 0.00139 4.14e-05 0.00116 5.95 5.95 2457098.34 2459486.07
211038588 0.00891 0.00263 2.72e-18 0.00458 0.0292 0.0131 1.98e-17 0.0116 0.00411 0.00212 0.00752 0.0194 nan nan nan nan 0.000647 0.00625 0.551 0.717 2457098.34 2459486.07
211067768 0.0287 0.00756 0.00546 0.00464 0.0424 0.0115 0.0224 0.00948 0.00586 0.00156 0.0019 0.00487 0.0128 0.0221 0.0058 0.00533 0.000118 0.00256 1.39 1.39 2457098.34 2459486.07
211107734 0.0186 0.00134 0.00111 0.00128 0.0404 0.0102 0.0588 0.0171 0.0138 0.0104 0.00748 0.0171 0.00945 0.00601 0.00545 0.0117 0.000283 0.00592 5.52 4.93 2457098.34 2459486.07
210866744 0.0114 0.00445 0.00127 0.000401 0.0114 0.00406 0.00197 0.000534 0.0145 0.00463 0.00228 0.00184 0.0208 0.00876 0.00557 0.00186 3.75e-05 0.00112 5.95 5.62 2457098.34 2459486.07
211113696 0.00839 0.00127 0.000731 0.000418 0.0213 0.00854 0.0445 0.0128 0.00517 0.00121 0.00191 0.0047 0.00487 0.000509 0.00158 0.00311 0.000107 0.00249 6.33 6.47 2457098.34 2459486.07
211100565 0.00734 0.00232 0.00115 0.000505 0.00714 0.00211 0.000557 0.000381 0.00548 0.00249 0.000809 0.00104 0.00546 0.00195 0.000418 0.000554 2.44e-05 0.000701 3.23 3.1 2457098.34 2459486.07
211133821 0.00813 0.00326 0.000993 0.000608 0.00921 0.00325 0.00123 0.000349 0.0103 0.00238 0.00103 0.00108 0.0116 0.00287 0.00119 0.000633 2.57e-05 0.000731 3.42 3.46 2457098.35 2459486.07
211038945 0.0148 0.00256 0.00174 0.000834 0.0152 0.00224 0.00614 0.00238 0.00681 0.00294 0.00239 0.00332 0.00917 0.00698 0.00292 0.00209 6.95e-05 0.00183 5.37 5.32 2457098.34 2459486.07
211091848 0.0119 0.00505 0.0112 0.00311 0.0049 0.00138 0.0175 0.000663 0.00234 0.000533 0.0306 0.00138 0.00323 0.000773 0.0312 0.00115 3.1e-05 0.000912 20.7 18.8 2457098.34 2459486.07
211112171 0.00708 0.00159 0.000738 0.00057 0.0115 0.00525 0.0162 0.00531 0.00728 0.00541 0.0032 0.00593 0.00641 0.00514 0.00273 0.00395 0.000121 0.00308 9.25 8.97 2457098.34 2459486.07
210877263 0.00816 0.00201 4.43e-18 0.00434 0.0388 0.0227 1.79e-17 0.0136 0.00526 0.00436 0.00803 0.0213 nan nan nan nan 0.0006 0.00671 0.318 0.842 2457098.34 2459486.07
211021014 0.0217 0.00284 0.00179 0.00105 0.0236 0.00416 0.0109 0.00323 0.00702 0.00174 0.00326 0.00692 0.00834 0.00262 0.00335 0.00501 0.000136 0.00351 6.91 6.76 2457098.35 2459486.07
210997527 0.0139 0.00437 0.00275 0.00195 0.0275 0.006 0.0226 0.00857 0.0105 0.00284 0.00316 0.0054 0.018 0.00652 0.00499 0.00771 0.000135 0.00317 2.98 2.98 2457098.34 2459486.07
211027775 0.0226 0.00607 0.00188 0.00429 0.0316 0.00971 0.00394 0.00577 0.0136 0.0024 0.00263 0.00747 0.0146 0.00206 0.00231 0.00549 0.000143 0.00335 0.742 0.743 2457098.34 2459486.07
211111496 0.00244 0.00103 0.000148 0.000101 0.00453 0.00129 0.00582 0.0018 0.00464 0.00241 0.00135 0.00187 0.00481 0.0031 0.00144 0.00121 4.47e-05 0.00121 7.16 6.83 2457098.34 2459486.07
211097402 0.014 0.00137 0.000947 0.000464 0.0157 0.00314 0.0124 0.00405 0.00746 0.00238 0.00195 0.00375 0.0143 0.0125 0.00369 0.00254 8.24e-05 0.00218 7.52 8.24 2457098.34 2459486.07
