k2id ampk2 erk2 redk2 wnk2 ampk2sp erk2sp redk2sp wnk2sp amptess ertess redtess wntess amptqlp ertqlp redtqlp wntqlp shotk2 shottess pbest pbest_tqlp k2time tesstime
246624367 0.0164 0.00581 0.00802 0.0029 0.0926 0.0485 0.134 0.0238 0.00569 0.00338 0.00877 0.0162 nan nan nan nan 0.0003 0.0057 24 12.8 2457861.32 2459499.31
247560983 0.00406 0.00119 1.66e-18 0.00215 0.00912 0.00415 0.000514 0.00346 0.00767 0.00404 0.0103 0.0311 0.0506 0.108 0.0107 0.0296 0.000474 0.0082 0.495 0.632 2457861.32 2459499.31
247969085 0.014 0.00311 0.000953 0.00331 0.0232 0.00905 0.00591 0.00652 0.00926 0.000831 0.00233 0.00431 0.00846 0.000952 0.00104 0.00251 0.00011 0.00239 1.04 1.04 2457861.32 2459499.31
246642267 0.00377 0.000462 0.000806 0.00128 0.116 0.0542 0.0843 0.0311 0.00341 0.00191 0.00234 0.0062 0.019 0.037 0.00874 0.00585 0.000184 0.00321 2.45 2.92 2457861.32 2458981.22
246928683 0.0036 0.000935 0.000799 0.00163 0.1 0.0455 0.0514 0.0258 0.0121 0.00109 0.0035 0.00994 0.0148 0.00514 0.0022 0.0065 0.000224 0.00393 1.43 1.43 2457861.32 2459499.31
248170923 0.0117 0.00262 0.00214 0.00223 0.0723 0.0201 0.0549 0.0297 0.00627 0.000798 0.00227 0.00605 0.00519 0.001 0.00153 0.00327 0.000157 0.00307 1.48 1.48 2457861.32 2459499.31
247308468 0.00956 0.00227 0.000756 0.00256 0.0105 0.00179 0.00121 0.00169 0.025 0.00194 0.00199 0.0035 0.0238 0.000995 0.00139 0.00212 9.36e-05 0.00209 0.982 0.982 2457861.32 2459499.31
247395996 0.00745 0.00173 0.00127 0.00173 0.0129 0.00409 0.00516 0.00316 0.00271 0.000784 0.00392 0.0115 0.00573 0.00353 0.00502 0.0104 0.000261 0.00493 1.44 1.69 2457861.32 2459499.31
247381505 0.0042 0.00127 0.000624 0.0005 0.00597 0.00105 0.00323 0.000993 0.0011 0.000606 0.0029 0.00772 0.00473 0.00425 0.00278 0.00712 0.000213 0.004 14.3 12.3 2457861.32 2459499.31
247793419 0.00582 0.000652 0.00108 0.000548 0.0102 0.00363 0.0157 0.00424 0.00169 0.000102 0.00202 0.00463 0.0017 9.84e-05 0.00139 0.00307 0.000118 0.00294 25 24 2457861.32 2459499.31
246690477 0.00483 0.00149 0.00131 0.00175 0.0238 0.0109 0.0184 0.00769 0.00715 0.00243 0.00248 0.00589 0.0264 0.0427 0.00385 0.00611 0.000194 0.00299 2.05 2.03 2457861.32 2458981.22
246846196 0.0046 0.00183 0.00316 0.0011 0.0546 0.0201 0.0587 0.013 0.00326 3.88e-05 0.00613 0.0127 0.0905 nan 0.0277 0.00916 0.000293 0.00495 28.6 28.6 2457861.32 2458981.22
246816464 0.00411 0.00129 0.000199 0.0019 0.0143 0.00604 5.45e-18 0.00559 0.00679 0.00119 0.00416 0.0109 0.113 0.153 0.028 0.0102 0.000242 0.00464 0.377 2.33 2457861.32 2458981.22
246838465 0.00548 0.00156 0.000954 0.00226 0.0663 0.027 0.0353 0.0223 0.00454 0.00102 0.00395 0.012 0.00896 0.00393 0.00356 0.0149 0.000387 0.005 1.45 1.45 2457861.32 2459499.31
247297768 0.00485 0.00124 0.000988 0.000967 0.0218 0.00777 0.0234 0.00804 0.00381 0.000479 0.00243 0.00663 0.00314 0.000493 0.00151 0.0043 0.000168 0.00344 3.71 3.71 2457861.32 2459499.31
210736105 0.00469 0.000182 0.000602 0.000586 0.0436 0.0113 0.0688 0.012 0.00533 0.000442 0.00257 0.00431 0.00688 0.000522 0.00234 0.004 0.000174 0.00234 20.7 16.2 2457098.34 2459499.31
210889984 0.0125 0.00152 0.000451 0.000119 0.0139 0.00449 0.0226 0.0057 0.00323 0.000472 0.000737 0.00101 0.00372 0.000632 0.000669 0.000516 2.87e-05 0.000705 11.6 11.8 2457861.32 2459499.31
