#ID amp_k2 er_k2 wn_k2 amp_tess er_tess wn_tess amp_qlp er_qlp wn_qlp pbest_k2
210991540 0.02312117772079298 0.005071289463975801 0.011891713297870888 0.017524558615276974 0.001344837212780015 0.07631358690340154 nan nan nan 0.5747547207888358
211016313 0.021620586043855996 0.0061357384737713095 0.016104853081877663 0.02650611696605974 0.0038192659802109884 0.057033814270255216 0.02374494168580443 0.005973917494224846 0.03981034597792871 0.319285118364793
211029135 0.008236968021031433 0.002329101171480591 0.012023327285115976 0.029876438823641313 0.003232542353278177 0.10865380029881176 nan nan nan 0.28597816137047205
211037397 0.00755200067448825 0.002092035162380707 0.006372694696020732 0.015178606596913223 0.0013858595547142755 0.06450838260111072 nan nan nan 0.4987771376672145
210946764 0.0036250100166722366 0.000635893264802202 0.00016924186279187797 0.0012009078766744812 0.0003717949690472727 0.002545974331059579 0.002045867222845502 0.000971660961877706 0.0020222189006505304 5.750070429148277
211002011 0.011621464127391345 0.006042838893090746 0.0004989181245574261 0.008136672678438329 0.002687924104662899 0.003137018285438204 0.011902487663618065 0.0015363819364895305 0.002991024903742504 7.624042831351553
210997742 0.007992229700763872 0.0021632441087169893 0.008981346229172222 0.028937313734921553 0.0018090848786539418 0.13247642356568706 nan nan nan 0.37428578850935146
210943453 0.007413179174611561 0.002731258548824579 0.0048929818132877854 0.017047943574267817 0.002514425402483211 0.02297035686463583 0.01673767755706356 0.0034930178236149503 0.021020296353079684 0.4137876274238836
211051561 0.014048461356951421 0.0031677044070592916 0.01162087230784557 0.02798943945135719 0.0022734940019021052 0.13422959415912092 nan nan nan 0.4725796524292713
210990525 0.00238254613442118 0.00080635399802383 0.0006497179389362307 0.001968896380262567 0.0005493330337865562 0.0013286559767561514 0.0020482507560338407 0.0005616638917313041 0.0008214018723399141 2.7954620678635425
210966931 0.007669633752358062 0.0017711300405278735 0.004020616963478538 0.013622911584239077 0.0013520775954793407 0.03628167939353098 0.013557791467903514 0.002250087004838101 0.032080800351963736 1.8863114766723657
210964488 0.008154025371139845 0.0019252088234493535 0.007466665412570681 0.03018971115284004 0.0024058385461210793 0.14198714698672377 nan nan nan 0.4938632555494841
211051975 0.021171154804113346 0.006711230233124674 0.01494246492810274 0.029651960069058 0.003156102333326213 0.1153167491731496 nan nan nan 0.5491211550533585
210977505 0.005847222501784453 0.0008561342555592662 0.0006278764724777992 0.002241636648508369 0.00020983234469400754 0.00863689777618389 0.004850870755073292 0.002307424897634196 0.007084323059713964 11.130652124517157
211065162 0.015016660206390722 0.005087512846496202 0.0005012376682421522 0.007117766424752729 0.0031952657136170076 0.003517548307620147 0.013540490239795209 0.0050331068745487735 0.0034318024118707782 7.5421093148575835
211010818 0.005258487437428965 0.0016547036720548976 0.012384911103558478 0.04366490655902115 0.00361298275568346 0.17365908887453296 nan nan nan 0.3040682300654244
210940129 0.021534268991428247 0.008514222650541036 0.007160992295215491 0.03451446336317527 0.00013774289199480066 0.16424751319654554 nan nan nan 28.01441152922338
211013159 0.010064643548604367 0.003394884575900836 0.007935559063332747 0.015862401261314663 0.0019215045439914826 0.06854084707294132 nan nan nan 0.22443031096605004
210960579 0.00530695657927733 0.001192549532840679 0.0007973787127652889 0.0064274224465636935 0.0015019304964571595 0.0009992982616975879 0.006891918200618641 0.001329878496269632 0.0006519205588727754 3.3895185508088734
211013046 0.00625068746064242 0.0015229944858488342 0.008034971082661593 0.022929586034949916 0.002455689071892583 0.08342396038821465 nan nan nan 0.3580544339807443
210956678 0.010021808408562871 0.0027991081568204852 0.008889863563001688 0.03153626935144551 0.003679700183437107 0.12909196456160324 nan nan nan 0.5605241597744447
211025925 0.004878794293206911 0.0014747770184212724 0.004641461737921981 0.008931117667147048 0.0008966372685944032 0.0386368726305773 0.012393991170196546 0.010746008986417083 0.029269273246711792 0.8962438479975118
210969800 0.011137976080489491 0.0018405436586149092 0.002316529740153927 0.013134650950570457 0.0012709719530272882 0.0013891565946572795 0.014151001448898144 0.001488575426696545 0.0011246662603480433 29.179175601620205
211008438 0.015002906821109956 0.001807369072092306 0.0020437433419285434 0.007948578665627188 0.001635008907969984 0.01471814855262731 0.008782683637594194 0.0035697621562362897 0.0109939580758905 3.7519339470902713
211081065 0.013801450164879006 0.003770632554481812 0.009173081057050636 0.015398519192395944 0.0014956304582897234 0.048703558005526955 0.015058200743220137 0.0034245137777215093 0.039216705088476515 0.7205010236980209
211058468 0.01922359303486439 0.0056464967598927876 0.006619409471479457 0.024957444170810097 0.004146109116109834 0.056363791681967784 0.033033344358256604 0.015169675494019846 0.04167699163735702 23.35335621662853
210946466 0.0189470648548319 0.004340082872665469 0.007188721004179823 0.014473502471090275 0.0014051826650269394 0.031142714772650324 0.014009487813131532 0.002312564753227593 0.02806716616419978 1.0812779501940235
210979439 0.004284218768092504 0.001260473623479073 0.0055940658649967405 0.017205430821405448 0.0007244762989654487 0.08348246994037244 nan nan nan 0.6961996532219096
211063235 0.027049169226919707 0.0064751035825682726 0.011074250895097495 0.024441069573925098 0.0021430548868321534 0.03247771606539906 0.0216484075701591 0.0057502428136875835 0.026950947297386733 1.1373525082307487
211054634 0.007979045767050955 0.0014656498216509472 0.004162825582236399 0.015370496424280195 0.0003256253213822016 0.035221911310944196 0.0288674714440088 0.0012600872919371967 0.029928148991084702 30.4449968924798
211049486 0.01212595713354848 0.0029635339316544337 0.012318045603380866 0.03860761675802335 0.002164457187492656 0.1772130446392196 nan nan nan 0.556965421891131
211077682 0.0168991448752393 0.006408054913808785 0.015331533351838003 0.03582620844970114 0.00030533201063337115 0.17183368243452168 nan nan nan 18.44352409638554
210978953 0.01071885574065451 0.0030006254277155694 0.009633858662123615 0.02875560540080333 0.002839507411271778 0.11889929913260347 nan nan nan 0.48199196319284004
211077833 0.004307383430239817 0.001073903532178928 0.012260165088651243 0.03228276790124536 0.0016004011823239801 0.15982443690149978 nan nan nan 0.41947610443658534
211088075 0.015730730346217442 0.0028946671602026832 0.018728084095320275 0.06731804396657498 0.002786240460626287 0.34319850895211756 nan nan nan 1.222547218783692
211058381 0.010141219767922647 0.001462150142039352 0.005195907979974792 0.0175639543189936 0.00014440644433474546 0.08167194736552132 nan nan nan 20.02207144608845
211070495 0.02190143674290478 0.006310752670227145 0.014908809234355905 0.01950271617976711 0.0019171954849244658 0.08186502996845767 nan nan nan 0.6060223673792557
211069863 0.018271092299286144 0.0048359311510855554 0.009673439153284096 0.014369736285726239 0.001668589608405413 0.030546475679748195 0.012964244997265563 0.002496353147580222 0.023905817452053637 0.765284282817426
211079106 0.04635626817054211 0.011643320797457822 0.021917740650475477 0.03569883464565488 0.004923630459066297 0.08716026186390158 nan nan nan 0.823665113025699
