4.755000000000000000e+03 3.351351351351351537e-01 6.917476341874242984e-02 9.249999999999999542e-03 5.670000000000000127e-04 3.099999999999999891e-03 6.109999999999999980e-04 1.180000000000000071e+01
3.145000000000000000e+03 5.547112462006079658e-01 8.045658238309491561e-02 6.579999999999999911e-03 7.389999999999999651e-04 3.650000000000000033e-03 3.350000000000000113e-04 2.610000000000000142e+01
3.743000000000000000e+03 1.288235294117647145e+00 4.415763951784811292e-01 1.699999999999999905e-03 4.710000000000000102e-04 2.190000000000000106e-03 4.420000000000000101e-04 8.589999999999999858e+00
3.116000000000000000e+03 6.828528072837631857e-01 4.159945819900308095e-01 6.590000000000000371e-03 2.729999999999999788e-03 4.499999999999999660e-03 2.010000000000000068e-03 1.449999999999999956e+00
3.273000000000000000e+03 8.085106382978722861e-01 7.441342934356848238e-01 1.880000000000000074e-02 2.840000000000000076e-03 1.519999999999999997e-02 1.379999999999999977e-02 3.649999999999999911e+00
3.396000000000000000e+03 8.707983193277311074e-01 3.611902493529423053e-01 9.520000000000000684e-03 1.949999999999999910e-03 8.290000000000000493e-03 2.990000000000000036e-03 2.379999999999999893e+00
3.252000000000000000e+03 1.005217391304347840e+00 3.018888808957039815e-01 5.749999999999999903e-03 1.389999999999999960e-03 5.780000000000000415e-03 1.030000000000000100e-03 3.649999999999999911e+00
3.110000000000000000e+03 1.239048811013767182e+00 3.956967950450509530e-01 7.990000000000000574e-03 2.380000000000000171e-03 9.900000000000000813e-03 1.139999999999999954e-03 1.870000000000000107e+00
3.701000000000000000e+03 6.165803108808289856e-01 1.691032324286930455e-01 3.860000000000000150e-03 7.789999999999999616e-04 2.380000000000000171e-03 4.420000000000000101e-04 1.540000000000000036e+01
3.155000000000000000e+03 1.118959107806691389e+00 3.504928128435065293e-01 5.380000000000000233e-03 1.469999999999999953e-03 6.020000000000000177e-03 9.219999999999999680e-04 8.579999999999999849e-01
3.377000000000000000e+03 1.603448275862068950e+00 4.024404477631206567e-01 1.159999999999999920e-02 2.530000000000000131e-03 1.859999999999999848e-02 2.309999999999999987e-03 9.040000000000000258e-01
4.389000000000000000e+03 5.923217550274222365e-01 2.723351634439362123e-01 5.470000000000000036e-03 1.899999999999999996e-03 3.239999999999999825e-03 9.759999999999999796e-04 1.340000000000000036e+01
5.193000000000000000e+03 9.459459459459460540e-01 3.809366313783197899e-01 4.069999999999999833e-03 1.520000000000000084e-03 3.850000000000000124e-03 5.800000000000000034e-04 1.069999999999999929e+01
2.997000000000000000e+03 1.330396475770925235e+00 6.588690879306603465e-01 4.539999999999999765e-03 1.850000000000000082e-03 6.040000000000000230e-03 1.699999999999999905e-03 1.050000000000000044e+00
4.832000000000000000e+03 8.102766798418972183e-01 2.456232396376206717e-01 5.060000000000000261e-03 9.370000000000000074e-04 4.100000000000000346e-03 9.840000000000000656e-04 1.159999999999999964e+01
3.255000000000000000e+03 7.207100591715976945e-01 2.389317319778185289e-01 8.449999999999999178e-03 2.340000000000000066e-03 6.089999999999999927e-03 1.110000000000000092e-03 2.339999999999999858e+00
3.371000000000000000e+03 4.386617100371746902e-01 1.087213476024132958e-01 8.070000000000000784e-03 1.990000000000000015e-03 3.540000000000000178e-03 8.820000000000000257e-05 2.400000000000000000e+01
3.210000000000000000e+03 5.912621359223301232e-01 1.692218642474986323e-01 1.030000000000000013e-02 2.720000000000000195e-03 6.089999999999999927e-03 6.719999999999999628e-04 2.430000000000000160e+00
3.488000000000000000e+03 2.539454806312769208e-01 5.894706316449527944e-02 6.969999999999999807e-02 1.149999999999999981e-02 1.770000000000000046e-02 2.890000000000000208e-03 1.540000000000000036e+00
3.336000000000000000e+03 3.943089430894308745e-01 1.249937677094000721e-01 1.230000000000000017e-02 2.269999999999999882e-03 4.850000000000000144e-03 1.250000000000000026e-03 3.290000000000000036e+00
3.214000000000000000e+03 2.963636363636363846e-01 nan 1.099999999999999936e-02 1.649999999999999991e-03 3.259999999999999877e-03 nan 2.730000000000000071e+01
3.461000000000000000e+03 8.348416289592759387e-01 nan 8.840000000000000635e-03 1.809999999999999977e-03 7.380000000000000275e-03 nan 2.860000000000000142e+01
4.501000000000000000e+03 1.164835164835164694e+00 2.775550002041148323e-01 4.550000000000000225e-03 9.449999999999999850e-04 5.300000000000000024e-03 6.189999999999999756e-04 1.309999999999999964e+01
3.027000000000000000e+03 7.753120665742024853e-01 2.920937956676453173e-01 7.210000000000000263e-03 1.719999999999999958e-03 5.590000000000000351e-03 1.629999999999999939e-03 6.330000000000000071e-01
3.215000000000000000e+03 8.128440366972476960e-01 2.021702381071844579e-01 1.089999999999999997e-02 1.709999999999999932e-03 8.859999999999999820e-03 1.709999999999999932e-03 1.860000000000000098e+00
4.141000000000000000e+03 6.885245901639344135e-01 2.061832214083209880e-01 5.490000000000000088e-03 1.350000000000000071e-03 3.779999999999999940e-03 6.459999999999999814e-04 1.400000000000000000e+01
4.750000000000000000e+03 9.668325041459370217e-01 2.568353914947437144e-01 6.029999999999999770e-03 7.849999999999999990e-04 5.830000000000000113e-03 1.350000000000000071e-03 1.180000000000000071e+01
3.152000000000000000e+03 2.686274509803921462e-01 nan 5.100000000000000366e-03 1.510000000000000112e-04 1.369999999999999907e-03 nan 2.860000000000000142e+01
3.331000000000000000e+03 5.865248226950354749e-01 1.938312635083221935e-01 1.409999999999999969e-02 2.350000000000000092e-03 8.269999999999999574e-03 2.360000000000000119e-03 1.230000000000000071e+01
4.030000000000000000e+03 2.583999999999999631e-01 4.912356350748180861e-02 1.250000000000000069e-02 1.520000000000000084e-03 3.229999999999999798e-03 4.719999999999999803e-04 1.159999999999999964e+01
5.347000000000000000e+03 7.650273224043715459e-01 3.304007479835773253e-01 5.490000000000000088e-03 1.639999999999999965e-03 4.199999999999999740e-03 1.309999999999999967e-03 9.250000000000000000e+00
3.001000000000000000e+03 7.829949238578680637e-01 2.657895755857291320e-01 7.879999999999999852e-03 1.449999999999999900e-03 6.170000000000000137e-03 1.760000000000000063e-03 1.810000000000000053e+00
4.728000000000000000e+03 7.120418848167539005e-01 4.070617356552395094e-01 1.909999999999999892e-02 9.259999999999999135e-03 1.359999999999999924e-02 4.120000000000000398e-03 1.860000000000000098e+00
2.996000000000000000e+03 6.928571428571428381e-01 2.297603318475645029e-01 4.199999999999999740e-03 1.049999999999999935e-03 2.909999999999999826e-03 6.340000000000000149e-04 1.320000000000000062e+00
3.591000000000000000e+03 2.240437158469945622e-01 6.300075392273042640e-02 9.150000000000000147e-03 5.320000000000000293e-04 2.050000000000000173e-03 5.640000000000000482e-04 2.139999999999999858e+01
5.025000000000000000e+03 6.941176470588235059e-01 1.600746700508388909e-01 1.020000000000000073e-02 8.589999999999999546e-04 7.080000000000000356e-03 1.520000000000000084e-03 9.390000000000000568e+00
4.458000000000000000e+03 6.884422110552763652e-01 4.041673429784677918e-01 3.980000000000000031e-03 1.990000000000000015e-03 2.739999999999999814e-03 8.429999999999999993e-04 1.280000000000000071e+01
4.151000000000000000e+03 6.666666666666666297e-01 2.112608666732491980e-01 5.400000000000000286e-03 8.809999999999999472e-04 3.599999999999999901e-03 9.779999999999999197e-04 1.430000000000000071e+01
3.913000000000000000e+03 5.471014492753624170e-01 1.867192176647159974e-01 5.519999999999999733e-03 6.470000000000000057e-04 3.020000000000000115e-03 9.680000000000000019e-04 1.500000000000000000e+01
3.139000000000000000e+03 9.045092838196285845e-01 5.186152225572208119e-01 3.769999999999999914e-03 4.620000000000000083e-04 3.409999999999999837e-03 1.910000000000000022e-03 2.450000000000000178e+00
3.203000000000000000e+03 1.480331262939958537e+00 6.794545352993011100e-01 4.830000000000000092e-03 1.490000000000000005e-03 7.150000000000000105e-03 2.429999999999999868e-03 2.049999999999999822e+00
2.993000000000000000e+03 6.690909090909091805e-01 3.921182968076677988e-01 1.099999999999999936e-02 3.050000000000000194e-03 7.360000000000000223e-03 3.799999999999999992e-03 1.199999999999999956e+00
4.086000000000000000e+03 6.979865771812080455e-01 2.293852114438583722e-01 4.470000000000000015e-03 1.149999999999999981e-03 3.119999999999999944e-03 6.380000000000000037e-04 1.309999999999999964e+01
5.141000000000000000e+03 5.760626398210291210e-01 2.207581128044601437e-01 8.940000000000000030e-03 1.680000000000000070e-03 5.150000000000000064e-03 1.719999999999999958e-03 1.050000000000000000e+01
5.027000000000000000e+03 5.970149253731342753e-01 3.043360443670219961e-01 8.710000000000000728e-03 2.550000000000000183e-03 5.199999999999999761e-03 2.170000000000000054e-03 9.109999999999999432e+00
2.961000000000000000e+03 8.284671532846715758e-01 3.004428019879860634e-01 5.479999999999999628e-03 1.559999999999999972e-03 4.539999999999999765e-03 1.020000000000000073e-03 1.449999999999999956e+00
2.985000000000000000e+03 7.086956521739130599e-01 2.820637624444376490e-01 4.599999999999999922e-03 1.830000000000000029e-03 3.259999999999999877e-03 3.880000000000000121e-05 2.860000000000000142e+01
3.814000000000000000e+03 3.653846153846154188e-01 1.456236222134835445e-01 8.319999999999999271e-03 1.389999999999999960e-03 3.040000000000000167e-03 1.100000000000000066e-03 1.580000000000000071e+01
3.165000000000000000e+03 2.331269349845201511e+00 1.089587355451444584e+00 3.229999999999999798e-03 1.149999999999999981e-03 7.530000000000000235e-03 2.279999999999999909e-03 1.769999999999999929e+01
4.232000000000000000e+03 7.266187050359712574e-01 3.080600407247306993e-01 6.949999999999999581e-03 5.739999999999999660e-04 5.049999999999999802e-03 2.099999999999999870e-03 1.230000000000000071e+01
3.004000000000000000e+03 1.934673366834170904e-01 1.131458599175359514e-01 1.990000000000000102e-02 1.119999999999999989e-02 3.850000000000000124e-03 6.120000000000000223e-04 2.310000000000000142e+01
5.163000000000000000e+03 3.250000000000000111e-01 1.125745218030424349e-01 1.119999999999999989e-02 1.840000000000000056e-03 3.640000000000000006e-03 1.110000000000000092e-03 9.859999999999999432e+00
3.316000000000000000e+03 2.364273204903677983e-01 nan 5.709999999999999798e-03 4.150000000000000043e-04 1.350000000000000071e-03 nan 2.860000000000000142e+01
